neighbourhood_name,latitude,longitude,room_type,bathrooms,bedrooms,price,last_review_date,review_scores_rating,country,city,insert_date,PUBLICADO_POR
Les corts,41.38245819609893,2.131191696005831,Casa o Departamento,2.0,3.0,140.0,,nan,España,Barcelona,06-02-2019,Agoda
Vilapicina i la torre llobeta,41.4287,2.18308,Casa o Departamento,nan,3.0,160.0,,nan,España,Barcelona,17-07-2020,Expedia
Berruguete,40.45853,-3.70198,Casa o Departamento,2.0,2.0,182.0,,nan,España,Madrid,17-07-2020,Airbnb
Universidad,40.42517,-3.7022,Casa o Departamento,1.0,0.0,45.0,10-02-2019,90.0,España,Madrid,11-04-2019,Booking
Palacio,40.42323,-3.71074,Habitación privada,1.0,1.0,62.0,,nan,España,Madrid,25-08-2020,Expedia
Universidad,40.42916,-3.70946,Casa o Departamento,1.0,2.0,45.0,27-12-2020,90.0,España,Madrid,12-01-2021,Airbnb
La nova esquerra de l'eixample,41.38706,2.14608,Casa o Departamento,1.0,1.0,74.0,31-08-2016,100.0,España,Barcelona,17-09-2019,Tripadvisor
Cabanyal-canyamelar,39.46376,-0.32943,Casa o Departamento,3.0,3.0,58.0,16-03-2020,92.0,España,Valencia,19-01-2021,Booking
Justicia,40.421197312481794,-3.700128502805624,Casa o Departamento,1.0,1.0,85.0,05-11-2018,97.0,España,Madrid,07-11-2018,Tripadvisor
Pollença,39.88009,3.01501,Casa o Departamento,2.0,2.0,90.0,26-08-2019,87.0,España,Mallorca,31-08-2019,Kayak
Manacor,39.47382,3.25668,Casa o Departamento,2.0,5.0,227.0,07-10-2018,70.0,España,Mallorca,27-06-2019,Agoda
Centro,36.7243179106852,-4.42378567606823,Casa o Departamento,1.0,2.0,69.0,19-04-2018,99.0,España,Malaga,22-04-2018,Booking
Sants,41.37504,2.13386,Habitación privada,1.0,3.0,68.0,,nan,España,Barcelona,08-03-2019,Tripadvisor
Blanes,41.67472,2.79023,Casa o Departamento,1.0,2.0,70.0,27-02-2020,94.0,España,Girona,29-06-2020,Tripadvisor
Portazgo,40.38974,-3.64751,Casa o Departamento,1.0,4.0,129.0,,nan,España,Madrid,14-05-2019,Agoda
Media legua,40.41384,-3.65993,Habitación privada,1.0,nan,23.0,15-09-2019,100.0,España,Madrid,17-10-2020,Kayak
Sol,40.41736,-3.70395,Casa o Departamento,1.0,nan,90.0,01-08-2019,85.0,España,Madrid,06-11-2020,Flipkey
Sencelles,39.63207,2.88975,Casa o Departamento,2.0,3.0,250.0,15-03-2019,100.0,España,Mallorca,19-12-2020,Booking
Carretera de cadiz,36.69308,-4.45278,Casa o Departamento,2.0,3.0,68.0,20-04-2019,98.0,España,Malaga,01-05-2019,Homeaway
Abrantes,40.38534,-3.72568,Habitación privada,2.0,1.0,17.0,19-08-2019,91.0,España,Madrid,17-04-2020,Agoda
Pollença,39.89024850485395,3.031317746200022,Casa o Departamento,1.0,2.0,100.0,,nan,España,Mallorca,17-10-2018,Booking
"Colores, entreparques",37.38416,-5.91664,Casa o Departamento,3.0,4.0,140.0,,nan,España,Sevilla,27-04-2019,Kayak
"Encarnación, regina",37.39343,-5.99111,Casa o Departamento,1.0,1.0,50.0,,nan,España,Sevilla,30-04-2020,Tripadvisor
Sant llorenç des cardassar,39.57085,3.36782,Casa o Departamento,4.0,4.0,90.0,,nan,España,Mallorca,11-02-2021,Airbnb
Centro,36.71611,-4.42727,Casa o Departamento,2.0,2.0,67.0,20-10-2019,92.0,España,Malaga,31-01-2021,Expedia
El carme,39.47646,-0.38091,Casa o Departamento,3.0,5.0,nan,14-08-2016,73.0,España,Valencia,29-02-2020,Airbnb
La dreta de l'eixample,41.38843,2.16567,Casa o Departamento,2.0,3.0,311.0,13-06-2019,94.0,España,Barcelona,12-08-2019,Homeaway
La vila de gràcia,41.40818977592504,2.157009957206,Casa o Departamento,1.0,2.0,45.0,31-01-2019,90.0,España,Barcelona,06-02-2019,Booking
Cortes,40.41597,-3.69685,Casa o Departamento,1.0,1.0,300.0,,nan,España,Madrid,13-06-2020,Kayak
Sant pere pescador,42.18611,3.08094,Casa o Departamento,1.0,1.0,60.0,23-08-2019,91.0,España,Girona,31-12-2019,Flipkey
Canillejas,40.43678,-3.61228,Habitación privada,1.0,1.0,25.0,29-01-2020,nan,España,Madrid,25-08-2020,Flipkey
L'antiga esquerra de l'eixample,41.38233491876661,2.1586812907112702,Habitación privada,2.0,1.0,40.0,27-08-2018,77.0,España,Barcelona,11-09-2018,Tripadvisor
L'escala,42.12491,3.1217,Casa o Departamento,1.0,1.0,45.0,21-08-2020,93.0,España,Girona,27-02-2021,Airbnb
Museo,37.39133,-5.99825,Casa o Departamento,1.0,1.0,166.0,,nan,España,Sevilla,31-12-2020,Tripadvisor
Puigcerdà,42.43209,1.92402,Casa o Departamento,1.0,2.0,76.0,25-08-2020,99.0,España,Girona,27-02-2021,Booking
Centro,36.72292191033636,-4.423789320463668,Casa o Departamento,1.0,1.0,70.0,16-08-2018,89.0,España,Malaga,30-01-2019,Airbnb
Vista alegre,40.3850766322614,-3.7395158827577526,Habitación privada,2.0,1.0,15.0,,nan,España,Madrid,08-04-2017,Booking
Palma de mallorca,39.53576,2.7124,Casa o Departamento,1.0,1.0,45.0,07-10-2019,100.0,España,Mallorca,28-05-2020,Airbnb
Pilar,40.47408,-3.71516,Casa o Departamento,1.0,1.0,63.0,09-12-2018,78.0,España,Madrid,14-05-2019,Kayak
Ciutadella de menorca,39.97002480041252,3.8332485356618418,Casa o Departamento,1.0,2.0,50.0,22-06-2018,95.0,España,Menorca,28-09-2018,Agoda
La vila de gràcia,41.40576950111896,2.162193799461951,Casa o Departamento,1.0,1.0,nan,,nan,España,Barcelona,07-02-2018,Tripadvisor
Embajadores,40.409756378706135,-3.709184851902778,Habitación privada,1.0,1.0,45.0,30-05-2018,88.0,España,Madrid,06-02-2019,Booking
La sagrada família,41.40414,2.18011,Casa o Departamento,2.0,3.0,96.0,11-03-2020,97.0,España,Barcelona,12-01-2021,Agoda
Besalú,42.19833,2.69884,Casa o Departamento,1.0,1.0,62.0,29-06-2019,94.0,España,Girona,29-07-2019,Agoda
Pollença,39.88758,3.02277,Casa o Departamento,1.0,1.0,93.0,18-09-2019,95.0,España,Mallorca,28-09-2019,Flipkey
Vilamaniscle,42.37439,3.06864,Casa o Departamento,1.0,nan,31.0,22-08-2020,90.0,España,Girona,28-10-2020,Airbnb
El camp d'en grassot i gràcia nova,41.40642868353935,2.167558620663633,Habitación privada,1.0,1.0,30.0,,nan,España,Barcelona,06-02-2019,Tripadvisor
L'antiga esquerra de l'eixample,41.39169,2.1573,Casa o Departamento,1.0,3.0,254.0,26-07-2019,93.0,España,Barcelona,12-08-2019,Agoda
Prosperidad,40.44799,-3.66388,Habitación privada,1.0,nan,45.0,02-01-2020,94.0,España,Madrid,25-08-2020,Agoda
El poble sec,41.37144,2.1651,Casa o Departamento,1.0,2.0,63.0,06-04-2019,94.0,España,Barcelona,10-04-2019,Agoda
Búger,39.75441,2.992,Casa o Departamento,3.0,3.0,175.0,,nan,España,Mallorca,19-12-2020,Homeaway
El poble sec,41.37201225009125,2.1574185680886706,Casa o Departamento,1.0,1.0,47.0,,nan,España,Barcelona,09-02-2017,Flipkey
L'antiga esquerra de l'eixample,41.3928,2.15616,Casa o Departamento,1.0,2.0,156.0,20-06-2020,92.0,España,Barcelona,09-02-2021,Kayak
El parc i la llacuna del poblenou,41.40302845712076,2.1948630280260906,Habitación privada,1.0,1.0,50.0,18-08-2017,94.0,España,Barcelona,07-10-2017,Booking
El besòs i el maresme,41.41175,2.21773,Casa o Departamento,1.0,2.0,24.0,02-01-2020,85.0,España,Barcelona,11-05-2020,Agoda
Palma de mallorca,39.55591,2.60896,Casa o Departamento,4.0,4.0,187.0,22-10-2019,80.0,España,Mallorca,29-01-2020,Airbnb
Centro,36.71111,-4.42955,Habitación privada,1.0,1.0,23.0,18-03-2020,93.0,España,Malaga,30-04-2020,Booking
Sant feliu de guíxols,41.7835,3.04055,Casa o Departamento,4.0,4.0,190.0,,nan,España,Girona,31-12-2019,Kayak
Delicias,40.39603,-3.69451,Casa o Departamento,1.0,2.0,60.0,04-05-2019,86.0,España,Madrid,14-05-2019,Expedia
Sant lluís,39.84089,4.24614,Habitación privada,3.0,3.0,175.0,06-09-2019,100.0,España,Menorca,31-10-2019,Airbnb
Sant llorenç des cardassar,39.601738845388894,3.342541707885916,Casa o Departamento,6.0,5.0,350.0,30-09-2018,100.0,España,Mallorca,28-01-2019,Flipkey
Pals,41.99481,3.19371,Casa o Departamento,1.0,2.0,178.0,,nan,España,Girona,26-03-2020,Expedia
La nova esquerra de l'eixample,41.38062032376282,2.156152639640788,Casa o Departamento,1.0,3.0,90.0,29-10-2016,85.0,España,Barcelona,05-06-2017,Booking
Este,36.72765582541807,-4.405910275953072,Habitación privada,1.0,1.0,44.0,21-11-2017,97.0,España,Malaga,25-11-2017,Flipkey
Este,36.72149891408346,-4.3745731405435,Casa o Departamento,1.0,1.0,60.0,09-09-2018,95.0,España,Malaga,29-09-2018,Expedia
Palos de moguer,40.401,-3.69157,Casa o Departamento,2.0,1.0,60.0,29-02-2020,98.0,España,Madrid,17-03-2020,Flipkey
Llançà,42.36043408608537,3.160955900963524,Casa o Departamento,1.0,3.0,120.0,,nan,España,Girona,22-12-2018,Homeaway
Calvià,39.50422,2.46639,Casa o Departamento,7.0,6.0,470.0,15-09-2019,98.0,España,Mallorca,28-09-2019,Agoda
Centro,36.72149,-4.4236,Casa o Departamento,1.0,1.0,99.0,11-03-2020,100.0,España,Malaga,26-03-2020,Agoda
Palafrugell,41.92316,3.18907,Casa o Departamento,5.0,4.0,334.0,,nan,España,Girona,27-02-2021,Airbnb
Sóller,39.77095,2.71454,Casa o Departamento,2.0,2.0,260.0,,nan,España,Mallorca,28-09-2019,Expedia
La sagrada família,41.40712725211099,2.169854621219928,Habitación privada,1.0,1.0,50.0,11-07-2015,93.0,España,Barcelona,14-08-2018,Expedia
Búger,39.77034,2.99883,Casa o Departamento,3.0,3.0,300.0,,nan,España,Mallorca,31-08-2019,Tripadvisor
"Sector sur, la palmera, reina mercedes",37.36304,-5.98712,Casa o Departamento,1.0,3.0,81.0,,nan,España,Sevilla,29-06-2019,Homeaway
La dreta de l'eixample,41.39043735044687,2.169882864149265,Casa o Departamento,2.0,2.0,190.0,01-03-2018,80.0,España,Barcelona,14-05-2018,Agoda
L'escala,42.104897023026965,3.139048198299548,Casa o Departamento,1.0,2.0,85.0,,nan,España,Girona,21-04-2018,Kayak
La vila olímpica del poblenou,41.38724,2.19873,Casa o Departamento,1.0,3.0,150.0,04-05-2019,100.0,España,Barcelona,10-12-2019,Expedia
Zofío,40.38448,-3.71552,Casa o Departamento,1.0,3.0,80.0,12-05-2019,100.0,España,Madrid,07-06-2019,Kayak
Montagut i oix,42.26385,2.51492,Casa o Departamento,1.0,2.0,195.0,06-11-2020,99.0,España,Girona,31-12-2020,Booking
El poble sec,41.37441,2.16774,Habitación privada,2.0,1.0,38.0,,nan,España,Barcelona,10-12-2019,Homeaway
El barri gòtic,41.38110960577389,2.180258592065285,Habitación privada,1.0,1.0,50.0,19-12-2016,87.0,España,Barcelona,09-02-2017,Agoda
Embajadores,40.40934,-3.69992,Casa o Departamento,1.0,1.0,43.0,29-06-2020,92.0,España,Madrid,06-11-2020,Flipkey
San isidro,40.39853,-3.71791,Casa o Departamento,1.0,2.0,85.0,26-11-2019,95.0,España,Madrid,10-12-2019,Tripadvisor
Centro,36.71762,-4.42119,Casa o Departamento,1.0,2.0,85.0,14-01-2020,80.0,España,Malaga,31-01-2020,Agoda
La marina de port,41.35933562912148,2.1348260998717405,Habitación privada,1.0,1.0,45.0,10-09-2018,88.0,España,Barcelona,11-09-2018,Agoda
Felanitx,39.41356,3.13578,Casa o Departamento,3.0,5.0,117.0,12-09-2020,78.0,España,Mallorca,21-10-2020,Expedia
Bailen-miraflores,36.72992,-4.4351,Casa o Departamento,3.0,4.0,67.0,23-09-2019,85.0,España,Malaga,26-03-2020,Agoda
La gran via,39.46741,-0.36802,Casa o Departamento,1.0,2.0,65.0,08-10-2019,99.0,España,Valencia,30-11-2019,Airbnb
El raval,41.376,2.17003,Habitación privada,1.0,1.0,60.0,23-09-2019,100.0,España,Barcelona,16-10-2019,Homeaway
La verneda i la pau,41.42364,2.2069,Habitación privada,1.0,1.0,30.0,10-03-2020,89.0,España,Barcelona,13-06-2020,Tripadvisor
Roses,42.26391620694682,3.153838659031181,Casa o Departamento,1.0,1.0,51.0,,nan,España,Girona,30-08-2018,Agoda
Diagonal mar i el front marítim del poblenou,41.40091,2.20849,Casa o Departamento,4.0,4.0,194.0,,nan,España,Barcelona,10-07-2019,Flipkey
Llucmajor,39.51063,2.93166,Casa o Departamento,2.0,3.0,300.0,17-07-2019,100.0,España,Mallorca,28-09-2019,Flipkey
La nova esquerra de l'eixample,41.38017,2.14911,Casa o Departamento,1.0,3.0,350.0,19-05-2019,64.0,España,Barcelona,07-06-2019,Tripadvisor
Torroella de montgrí,42.05761,3.16054,Casa o Departamento,1.0,1.0,94.0,30-04-2019,100.0,España,Girona,29-05-2019,Expedia
Centro,36.72355,-4.41746,Casa o Departamento,1.0,2.0,79.0,25-05-2019,90.0,España,Malaga,30-05-2019,Kayak
"Sant pere, santa caterina i la ribera",41.38699,2.17679,Habitación privada,1.0,1.0,40.0,30-06-2019,83.0,España,Barcelona,10-07-2019,Agoda
Guindalera,40.43218,-3.6671,Casa o Departamento,1.0,1.0,60.0,05-05-2019,92.0,España,Madrid,19-09-2019,Booking
Comillas,40.39729,-3.71447,Habitación privada,2.0,1.0,24.0,01-12-2016,94.0,España,Madrid,14-05-2019,Expedia
La dreta de l'eixample,41.39370366299652,2.161174264916346,Casa o Departamento,3.0,4.0,499.0,29-12-2018,98.0,España,Barcelona,06-02-2019,Agoda
Puerta del angel,40.41144516462577,-3.735793824629255,Habitación privada,1.0,1.0,23.0,10-10-2018,88.0,España,Madrid,07-11-2018,Tripadvisor
Embajadores,40.40998,-3.70714,Casa o Departamento,1.0,1.0,70.0,17-03-2019,78.0,España,Madrid,17-03-2020,Homeaway
El botanic,39.47244,-0.38449,Casa o Departamento,2.0,1.0,60.0,07-03-2020,96.0,España,Valencia,31-05-2020,Tripadvisor
El grau,39.46282,-0.33023,Casa o Departamento,1.0,3.0,100.0,20-01-2020,84.0,España,Valencia,31-05-2020,Expedia
Calvià,39.48298,2.4791,Casa o Departamento,3.0,5.0,nan,06-10-2019,95.0,España,Mallorca,29-01-2020,Kayak
Felanitx,39.3806,3.24415,Casa o Departamento,2.0,2.0,110.0,06-09-2020,92.0,España,Mallorca,19-09-2020,Booking
Embajadores,40.41096,-3.69912,Casa o Departamento,1.0,2.0,84.0,12-03-2020,97.0,España,Madrid,12-01-2021,Homeaway
La dreta de l'eixample,41.39585,2.16719,Casa o Departamento,2.0,2.0,112.0,11-10-2019,93.0,España,Barcelona,16-10-2019,Agoda
Castell-platja d'aro,41.8329,3.03901,Casa o Departamento,3.0,4.0,280.0,11-09-2016,90.0,España,Girona,29-04-2019,Tripadvisor
La dreta de l'eixample,41.38986,2.1671,Casa o Departamento,2.0,6.0,119.0,14-10-2019,77.0,España,Barcelona,16-10-2019,Booking
Petra,39.670943865775584,3.227618153370906,Habitación privada,1.0,1.0,99.0,25-09-2016,100.0,España,Mallorca,15-03-2017,Kayak
Capdepera,39.68674158557536,3.4478520000804296,Casa o Departamento,2.0,3.0,110.0,19-07-2018,93.0,España,Mallorca,29-07-2018,Homeaway
Ciutadella de menorca,39.92966,3.83019,Casa o Departamento,1.0,2.0,90.0,,nan,España,Menorca,30-05-2019,Airbnb
Llucmajor,39.49415,2.88955,Casa o Departamento,2.0,2.0,140.0,,nan,España,Mallorca,27-05-2019,Airbnb
Penya-roja,39.46026,-0.3458,Casa o Departamento,1.0,1.0,55.0,23-08-2019,100.0,España,Valencia,30-09-2019,Kayak
Muro,39.73381,3.03504,Casa o Departamento,3.0,3.0,165.0,,nan,España,Mallorca,31-12-2019,Tripadvisor
Entrevías,40.37717,-3.66445,Habitación privada,2.0,0.0,35.0,,nan,España,Madrid,09-11-2019,Flipkey
Aeropuerto,40.492873555602,-3.566973360844429,Casa o Departamento,1.0,1.0,84.0,,nan,España,Madrid,10-07-2018,Booking
Embajadores,40.41244,-3.70645,Casa o Departamento,2.0,2.0,65.0,09-07-2019,88.0,España,Madrid,12-08-2019,Homeaway
Jerónimos,40.40754103137992,-3.6847510524795295,Casa o Departamento,3.0,4.0,125.0,07-04-2018,97.0,España,Madrid,12-04-2018,Tripadvisor
Centro,36.72376029774382,-4.422009284294994,Casa o Departamento,1.0,1.0,65.0,19-08-2018,97.0,España,Malaga,29-08-2018,Airbnb
Lloret de mar,41.70604,2.88868,Casa o Departamento,4.0,5.0,nan,08-09-2019,89.0,España,Girona,26-03-2020,Expedia
Acacias,40.398595339865125,-3.702459581559318,Habitación privada,1.0,2.0,65.0,31-12-2017,100.0,España,Madrid,17-01-2018,Expedia
Ibiza,40.41924,-3.67685,Habitación privada,1.0,1.0,25.0,,nan,España,Madrid,17-10-2020,Homeaway
La vall d'en bas,42.12722,2.44212,Casa o Departamento,2.0,3.0,122.0,27-09-2019,96.0,España,Girona,30-09-2019,Kayak
Cabanyal-canyamelar,39.46401,-0.32856,Casa o Departamento,1.0,1.0,50.0,18-08-2019,87.0,España,Valencia,30-09-2019,Airbnb
Universidad,40.42374794129297,-3.704065362652424,Casa o Departamento,2.0,2.0,110.0,,nan,España,Madrid,12-04-2018,Airbnb
Justicia,40.42423764199107,-3.699434384577831,Casa o Departamento,1.0,1.0,71.0,08-04-2018,95.0,España,Madrid,12-04-2018,Kayak
El barri gòtic,41.38081200099191,2.179384414538553,Casa o Departamento,1.0,1.0,200.0,21-05-2017,75.0,España,Barcelona,05-06-2017,Tripadvisor
Es mercadal,40.02113,4.16385,Casa o Departamento,3.0,3.0,280.0,28-08-2018,80.0,España,Menorca,31-10-2019,Airbnb
Pilar,40.47938,-3.71368,Casa o Departamento,1.0,1.0,45.0,27-12-2018,98.0,España,Madrid,12-08-2019,Booking
Palafrugell,41.91971,3.21592,Casa o Departamento,3.0,4.0,120.0,26-10-2019,87.0,España,Girona,26-03-2020,Flipkey
L'antiga esquerra de l'eixample,41.39283589959954,2.1527527098300308,Habitación compartida,1.0,1.0,25.0,01-01-2018,90.0,España,Barcelona,07-02-2018,Airbnb
El raval,41.38200291545088,2.169034038047525,Casa o Departamento,1.0,0.0,50.0,16-12-2017,100.0,España,Barcelona,17-01-2018,Expedia
Lloret de mar,41.68957401414867,2.8111059824055133,Casa o Departamento,3.0,4.0,170.0,,nan,España,Girona,30-08-2018,Tripadvisor
Triana casco antiguo,37.38235,-6.00053,Habitación privada,1.0,2.0,39.0,,nan,España,Sevilla,28-03-2019,Tripadvisor
Embajadores,40.40764,-3.69885,Casa o Departamento,1.0,2.0,33.0,13-10-2019,78.0,España,Madrid,09-11-2019,Agoda
Trafalgar,40.43123450435353,-3.7048821006469295,Casa o Departamento,1.0,2.0,120.0,03-03-2017,97.0,España,Madrid,08-04-2017,Agoda
Centro,36.71473,-4.42447,Casa o Departamento,1.0,1.0,51.0,12-03-2019,87.0,España,Malaga,01-05-2019,Agoda
Universidad,40.42442,-3.70488,Habitación privada,1.0,1.0,150.0,,nan,España,Madrid,19-09-2019,Tripadvisor
Lloret de mar,41.71751,2.84995,Casa o Departamento,1.0,3.0,135.0,,nan,España,Girona,30-09-2019,Homeaway
Calonge,41.84846,3.11161,Casa o Departamento,2.0,3.0,80.0,18-10-2018,93.0,España,Girona,19-02-2019,Tripadvisor
Lloret de mar,41.70322,2.84487,Casa o Departamento,1.0,2.0,65.0,26-05-2019,88.0,España,Girona,29-05-2019,Booking
Tossa de mar,41.72334,2.93478,Casa o Departamento,1.0,2.0,230.0,27-08-2019,20.0,España,Girona,28-05-2020,Booking
Manacor,39.53936,3.14925,Casa o Departamento,1.0,1.0,64.0,04-09-2016,80.0,España,Mallorca,27-06-2019,Booking
Universidad,40.4246100507212,-3.703496894284201,Habitación compartida,1.0,1.0,20.0,09-08-2018,94.0,España,Madrid,10-12-2018,Tripadvisor
L'antiga esquerra de l'eixample,41.39185249780256,2.1527204951697936,Casa o Departamento,1.0,1.0,60.0,21-04-2017,92.0,España,Barcelona,07-05-2017,Kayak
La bordeta,41.36698221832864,2.1321296960943545,Habitación privada,1.0,1.0,28.0,03-01-2017,90.0,España,Barcelona,09-02-2017,Kayak
El baix guinardó,41.413469798947695,2.165277021322429,Habitación privada,2.0,1.0,25.0,11-07-2017,95.0,España,Barcelona,07-10-2017,Homeaway
Universidad,40.42407765697033,-3.708394776669343,Casa o Departamento,1.0,1.0,60.0,04-09-2018,94.0,España,Madrid,11-09-2018,Tripadvisor
Castellana,40.42902,-3.68073,Casa o Departamento,2.0,1.0,70.0,23-08-2019,87.0,España,Madrid,18-02-2020,Agoda
Palos de moguer,40.40407,-3.69033,Habitación privada,1.0,1.0,27.0,07-07-2019,81.0,España,Madrid,25-08-2020,Tripadvisor
Hostafrancs,41.37377444510592,2.1417007168358246,Casa o Departamento,1.0,1.0,107.0,18-09-2017,92.0,España,Barcelona,13-11-2017,Kayak
Sant francesc,39.47083,-0.37445,Casa o Departamento,2.0,2.0,80.0,02-01-2020,87.0,España,Valencia,30-06-2020,Booking
El barri gòtic,41.38164,2.1765,Casa o Departamento,1.0,2.0,45.0,,nan,España,Barcelona,12-01-2021,Airbnb
Santanyí,39.37710962099262,3.2283915242508416,Casa o Departamento,2.0,4.0,60.0,27-09-2018,85.0,España,Mallorca,20-11-2018,Booking
Palafrugell,41.89568,3.19243,Casa o Departamento,1.0,3.0,66.0,,nan,España,Girona,29-05-2019,Homeaway
Pacífico,40.40511,-3.67416,Casa o Departamento,1.0,1.0,125.0,20-10-2019,87.0,España,Madrid,10-01-2020,Booking
La maternitat i sant ramon,41.3769739954414,2.119442889569064,Habitación privada,1.0,1.0,35.0,01-04-2018,100.0,España,Barcelona,06-02-2019,Homeaway
Pollença,39.87762102723048,3.017131330618247,Casa o Departamento,3.0,3.0,206.0,27-10-2018,100.0,España,Mallorca,20-11-2018,Agoda
La dreta de l'eixample,41.39225,2.16185,Casa o Departamento,3.0,4.0,116.0,,nan,España,Barcelona,12-10-2020,Agoda
Almenara,40.46783,-3.68918,Casa o Departamento,1.0,1.0,59.0,09-02-2020,100.0,España,Madrid,18-02-2020,Kayak
Universidad,40.42687,-3.70733,Casa o Departamento,1.0,1.0,110.0,03-10-2019,96.0,España,Madrid,09-11-2019,Expedia
Tormos,39.49022,-0.37534,Casa o Departamento,2.0,4.0,80.0,02-06-2019,100.0,España,Valencia,31-07-2019,Agoda
Sant antoni,41.37914,2.15975,Casa o Departamento,2.0,4.0,130.0,29-12-2019,98.0,España,Barcelona,10-01-2020,Flipkey
Les roquetes,41.4487,2.17594,Habitación privada,2.0,1.0,31.0,14-10-2019,91.0,España,Barcelona,16-12-2020,Kayak
La dreta de l'eixample,41.395544797999854,2.159186645848885,Habitación privada,1.0,1.0,70.0,22-07-2015,90.0,España,Barcelona,17-01-2018,Tripadvisor
Felanitx,39.42566,3.26478,Casa o Departamento,2.0,2.0,54.0,31-10-2020,97.0,España,Mallorca,08-11-2020,Expedia
Embajadores,40.41022,-3.69717,Casa o Departamento,1.0,1.0,70.0,01-03-2020,92.0,España,Madrid,13-06-2020,Kayak
Campos,39.34863,3.01378,Casa o Departamento,1.0,1.0,72.0,13-09-2019,80.0,España,Mallorca,31-12-2019,Expedia
Pollença,39.88504,3.02071,Casa o Departamento,2.0,4.0,87.0,06-04-2017,67.0,España,Mallorca,27-05-2019,Tripadvisor
Sant antoni,41.38031,2.1622,Casa o Departamento,1.0,1.0,100.0,26-10-2019,96.0,España,Barcelona,09-11-2019,Tripadvisor
San bartolomé,37.38866,-5.98596,Casa o Departamento,2.0,2.0,359.0,11-03-2020,99.0,España,Sevilla,30-05-2020,Tripadvisor
